heading,review
" Awesome","Another gr8 flick by Sudhir Mishra. The movie has every thing for which any audience can look for. Cast is amazing, Acting is superb and direction is awesome . This movie can be learning for the other directors that how to make comedy without being ridiculous.The plot is gripping throughout the movie except initial context/character building is bit lengthy.The use of flashback is very innovative it will make u to appreciate the artistry the director used.Uses of dialects are superb. YSZ is a testimony of Mishra's craftsmanship as a writer and director. With its many unpredictable twists and twirls and a climax that some might take with a pinch of salt, This movie is a delightfully different film that attempts to break all set formulas and leave you with a smile on the face in the end.Worth watching." 
" Roller coaster","Its coming to it!!!! Finally a crime comedy watch worthy... I am going to rate it right in the class of any Guy Ritchie movie... Sudhir Mishra has been making movies for some time now... but i never expected that he will pull a rabbit out of his hat!!! And this one is some fast rabbit!! it keeps on running turning whenever wherever it wants... And the Narration... too good...!! Its hard to concentrate as there are so many characters and so many protagonists...but with the help of some unbelievable editing he has masterfully connected all of them... Dialogues.. No one but Manu Rishi can do it...!! " O Bhaisaab!!! ye to udta hua teer gaand me le liya aapne!!!! crazy, funny, hilarious.. I was lucky that in my show most of the audience were young and males... and it was a rave in the movie hall!!! claps, whistles, cheers...everything!!! This movie is awessssome!!!" 
" Realistic","Superb movie, far better the SRK's love Fictions, having no base and all non realistic, irrelevant Bakwas. its adult movie but lot to learn from it. Actual words used which we hear in normal life, with Irfan khan at his best. Sudhir Mishra's Yeh Saali Zindagi initially made waves for its cast, then its slightly derogative title and lastly its 22 kisses. As the director fought tooth and nail for each of the above issues, he eventually managed to wriggle of them. Chitrangda Singh looks and plays the part exceedingly well. On screen she brings life to her role with her fiery attitude and feisty persona. Now only if the industry would utilize her more! Arunodhay Singh displays immense talent and shows much promise. The rest of the cast provides great support too." 
" Ye saali film","FILM REVIEW: YEH SAALI ZINDAGI (2011)It is a refreshing, quirky, roller coaster ride, a hilarious take on life, loaded with crime, deceit and wry, black humor. It does not offer anything very new yet the best that 2011 has offered so far.It falls under the same genre as film "Kaminey", but is made on a modest budget. It is colorful, wild and wicked with songs used in an innovative way that does not distract story telling. Cinematography is good. editing is crisp. First half an hour of the film baffles you. But once the film gets its groove it moves at a slick pace. All Actors are perfectly cast but above all it is writer director Sudhir Mishra's film who is again in his best form." 
" Thumbs Up For Sudhir Mishra!!","'Yeh Saali Zindagi' is a restless satire of the underskirts of Delhi,full of dilemma and heart With entertaining narration.Irfan Khan shows his acting skills once again by effortlessly portraying the emotions and confusions of a witty(at the same time heard-hearted) man with oceanly passion for a girl,whom he consider the women of his life.Aditi Rao Hydari (of Delhi 6 fame)introduces us to her sensual and womanly side in this dark movie and is brilliant and eye-catching.Arunodoy Singh as a tough,but cool and love-making man showers the taste of aspirations and wrong calculations.Chitrangda Singh excels as a fighting temptation and is full of feminine energy.Director Sudhir Mishra explores the not-so-smooth side of the north,their culture and enties love n crime into a single entity.Film uses a lot of profane language and swear words and has about 7 steamy scenes;the reason the film being rated 'A'.Music by Nishat khan(a well renowned sitar player) is quite good and mast.The songs like Dil Dar-Ba-Dar n Ishq Tere Jalwe is quite soothing to the rustic darkness of the movie.Verdict:In a whole the film will keep you entertained and will reveal the darker side of this life as in previous films of t director,in a darker way. So, Check out this movie and get entertained.Ma rating:8.5/10" 
" Sudhir Mishra is having fun","When I watch gangster capers like Yeh Saali Zindagi, I am never quite sure how to go about reviewing the movie without giving away the essence of it. Because none of these movies have much of a story in the traditional sense. But they make up for the lack of a depth with their movie-making style – and packing the script with quirky characters Which Yeh Saali Zindagi has by bucketloads. Beginning with Irrfan Khan, a crooked account par excellence who helps arms dealers, politicians and other unsavoury characters stash away their moolah. He might be exceedingly clever in the ways of the world, but the wiles of women are completely beyond him, as he discovers, hanging from his 30th floor balcony in the opening scene of the movie. Holding the end of the rope is his boss, Saurabh Shukla – who doesn't think much of the womankind and their wily ways – and nor does he care about his promises to his employees.The opening scene of the movie might be a bit of a shock to some – given the coarse and vulgar language in it. Sudhir Misra's writing and editing is crisp – so you have to follow the movie carefully to understand the twists and turns of the script. Those squeamish about vulgar Hindi words are better off not watching the movie – and those with weak Hindi should probably brush up their abuses. Because the dialogues in Yeh Saali Zindagi are really profane – and all the fun is lost if you don't understand the dirty jokes – of which there are plenty The humour is irreverent (and of course very rustic). Death and violence are casually treated, and the background narration by Irrfan adds dry deadpan humour to the proceedings. There are mandatory backstories for most characters – and jumps between them quite abrupt – hence requires full concentration.Essentially there are two stories running in parallel in the movie – Irrfan & Chitrangada's love track and Arunoday & Aditi Rao's marriage track. Irrfan and Chitrangada need no introduction. Arunoday is ex-Cabinet minister Arjun Singh's grandson while Aditi Rao is the bua from Delhi 6. Both of them are quite the revelation – Arunoday showcasing his good physique and acting and Aditi Rao coming across as quite smouldering despite her cute Nauheed-Cyrusi-looks. In fact there is a constant sexual tension between her and Arunoday, resulting in about a dozen slaps and two dozen liplocks in the movie But Chitrangada Singh takes all the male attention as the sultry and smoking-hot singer Priti. She forms the linchpin of the movie – not very different from her debut movie Hazaaron Khwaishein Aisi – where two men are vying for her charms. The difference is that Yeh Saali Zindagi has a busload of other weirdos – gangster brothers Bade & Chhote, corrupt cop Satbeer and the motley group of henchmen.This is not Sudhir Misra's most serious movie by a mile – but the director seems to be having fun here. There script is manic, punctuated by languid frames of Chitrangada - yet there is an air of nonchalance through out the movie which stands it in good stead over other movies of its genre. In comparison, Kaminey feels almost formulaic. And because of its exaggerated eccentricity, this movie will not appeal to everyone. But if you keep up with it, Yeh Saali Zindagi will reward you will a tumultuous thrilling ride packed with a lot of fun.You can read more of my reviews at http://bombaycinephile.blogspot.com" 
" Good Stuff...","Sudhir Mishra's Cinema appeals only to his fans. He is known, but he has never been a top-grade, filmmaker. Looking at his career, I seriously thought he was majorly over-looked, and I always wondered if he will ever get the name he kinda deserves.'Yeh Saali Zindagi' is Mishra's only Box Office Success in years. This is a path-breaking film for him, as it made money at the ticket window.I enjoyed 'Yeh Saali Zindagi'. Though this one is a overly abusive & twisted fare, what stands as a plus in this romantic-drama, is it's writing. The first hour is power-packed. The second hour gets confusing at times, but a satisfying climax leaves you happy.Mishra's direction is quite good. The screenplay packs in memorable dialogue. The Cinematography comes across well, while the music is a mixed bag. Editing is alright. Acting-Wise: Irrfan Khan does a good job. Arunoday Singh is impressive. Chitrangda Singh & Aditi Rao Hydari are passable. Sushant Singh is absolutely Fantastic, and quite frankly owns the film. Saurabh Shukla is fun. Prashant Narayanan is morbid, while Yashpal Sharma leaves a mark. Vipin Sharma does well. Others support well. On the whole, This is some Good Stuff." 
" A full paced dark comedy........Satire","This is the new epoch of cinema and we want something invigorating. YEH SAALI ZINDAG is an illustration of modern society and has each elements of a cult film.Sudhir Mishra is one of the finest directors, making effort to augment the magnitude of films. It is an exemplary movie with great performance and script. This is a genre of "stylish" film-making and dark humor, this has both in abundance. This is almost as stylish as it gets: fascinating visuals, odd camera angles and various tricks, sound effects, etc. Most of the characters in this bizarre crime film have colorful nicknames and profoundly profane.There are very few movies made where the director obviously did not let one FRAME onto the screen without a reason, and YEH SAALI ZINDAGI is one of them. Nothing happens on screen without it having an effect on the plot.I think Guy Ritchie's "Lock Stock and Two smoking barrels", "Snatch" & "Rock N Rolla" are the foundation of YEH SAALI ZINDAGI.Irfan is simply outstanding – an actor of very high capability. Arunoday shows potential of a good actor; Chritrangda is ravishingly beautiful and delivers a good performance. Shushat Singh, Saurabh Shukla, Yashpal Sharma, Prashant Narayan and Vipin Sharma are delight to watch. Aditi Rao Hydari is beautiful and talented.It is visually stunning, editing is brisk and music is fantastic.This is a laugh out loud ride with a lot of expletives, so watch out who you are accompanying." 
" 10/10","Yeh Saali Zindagi is one of the films which i have watched many many times. an ensemble cast with likes of Irrfan, Yashpal Sharma, Saurabh Shukla, Prashant Narayanan, Sushant Singh and Chitrangada Singh, it gives ample chance to all of them and newcomers Arunoday and Aditi Rao also don't disappoint at all. even the junior actors are utilized so well, the kidnappers, Mehta's goons, etc. which we seldom see in Bollywood films. Irrfan is at his best once again. the dialogues are mind-blowing. all the actors have put together a gem of a movie. Sudhir Mishra shows once again, that he is still at par with the best in the business. awesome film, much underrated because of the Bollywood mainstream is hijacked by a handful, many of whom keep making nonsensical movies (even remakes of them)." 
" An underdog treat-mostly of two love stories that end well.","Tone, Script & Story: The story is divided into few smaller stories, story of CA Arun & singer Priti, newly married couple Kuldeep (small gangster) and Shanti, business tycoon Singhania & politician Verma, Gangster (brothers) Bade & chotey, Mehta & Inspector Satbir. Kuldeep is assigned work to kidnap Sighania's son and Vermas daughter. One thing leads to another. Priti ends up paying ransom with help of Verma (arranged by Arun). Kuldeep and Satbir distribute Bade's money among themselves. Arun ends up adding to headache of his Boss Mehta.There are three things that set up the bar up high in this movie. 1) The secret admirer of Priti (Arun). 2) How Arun comes to know password of his boss Mehta. 3) Last but not the least how Shanti asks about the money and to keep it. He (Kuldeep) is not that dirty and deserves a fair chance.Direction, Screenplay, Cinematography: In my opinion it is one of the bests from Sudhir Mishra directorial. Screenplay and Cinematography stay justified. Music: Music is very good. Acting: Goes well along with direction and right star cast. Final Verdict: An underdog treat-mostly of two love stories that end well. It is nicely scripted fictional account one must not miss." 
