heading,review
" one of the worst movie to watch","After reading some of the reviews who praise this movie, we went to watch this movie. It was completely waste of time and money. So boring and predictable. Within few minutes there was an item song by Mallika Sherwat without any reason. Don't know why people want to live illegally in London? It is worse than some of Salman Khan movie (which at least have some humor). Star cast is so good but they have nothing to do in whole film.Kangna Ranawat has no role in movie.She appears just few minutes in beginning and for few minutes in the end. Unexpected from director like Priyadarshan. Unsuccessful attempt of copying Hollywood movies.At least there should be a logic between the sequences." 
" Only watch 'tezz' if your brains are slow...","I hardly drag my ass out of my room to go watch a movie, especially with Hindi movies. So when I do overpower this sloth inside me and go for it, I better expect something 'wow' but sadly this was all 'Ouch'. First of all, I watched it in some shady single screen theater, so they had every English dialogue in the movie dubbed to Hindi. The movie begins with Ajay Devgan being deported back to India after the British government found out that he was an illegal immigrant and he can no longer stay with his Brit wife(kangna). Then after some 5 years he comes back to London, meets Zayed Khan, buys some c4 and plants it in a train. Now what surprised me here was, how easy all that was for them. Two Asian dudes, walking around the busiest railway station with sh*t loads of explosives and nobody checks anything. It was so weird watching the railway traffic controllers in East London panicking the f**k out in Hindi when their Indian boss(Boman Irani) breaks the news of a bomb being planted in the train, or the fact that Anil Kapoor(A badass cop) tells the British home ministry to shut the f**k up and do as he says, (all in Hindi) and he will get them the bomber. There are many dumb moments in the movie, the only thing that stood out for me was Kangana Ranaut's visibly bigger mammary glands. All in all, if you're bored, go play angry birds but don't think about watching this sad excuse for a movie." 
" Predictable, clichéd, boring,","Many words come to mind when describing this film. Implausible, contrived, dire, pointless.... but I digress. This is the film industry at it's worst. Trying to put two eminently attractive people in leading roles into a film whose plot has more holes than 100 golf courses.I mean, what was the point? I ought to sue - "I maintain that the producers and distribution company did willingly deprive me of two hours of my life which I could have more usefully spent inspecting my navel.Ajay Devgan and Kangana Renaut may indeed be cute but they hardly rank highly in the acting stakes.Same goes with Boman Irani(who just played a joker in houseful 2).Anil Kapoor,however,tries to give his best and fails because of the weak plot.May be Priyadarshan should stick to mindless comedies, so we can be sure we're in safe territory. You won't be missing much if you skipped Tezz,It is avoidable at all costs. Watch Speed and other Hollywood action movies instead." 
" what a crap........","this is total crap of a movie..............a copy paste of a number of Hollywood flicks you better see them than waste time on this one......priyadarshan goes out of his comfort zone i.e comedy and tries a unsuccessful action film..............Ajay does another of his going through the (loose) motions with a grunt on his face for the whole film.............WHY DOES KANGANA ACT? thats the big question........she should let us live in peace.............anil should do meaningful films as he has potential..............go back Ajay.....RETIRE.....try to learn some acting from KAJOL....." 
" What a Joke","The trailer looked impressive and with this i watched this with some anticipation. what a let down......poor film i cannot believe Bollywood can churn this crap out......How the heck can you have English people in the UK fully conversing in Hindi, understanding Hindi and responding in Hindi.....Since when did a police officer on a train have a fully loaded weapon in his possession. The way the train drivers understand all the Hindi language was hilarious. the dubbing is a jokeBoman Irani and Anil Kapoor - way too much overacting....after slumdog, 24 and MI4 you would think Anil Kapoor would have more sense than be involved in a poor film as this" 
" TAKING OF PELHAM 123 + UNSTOPPABLE + a hint of SPEED, and voilà, you have the recipe for TEZZ","Bollywood continues to borrow the script of Hollywood classics (Players, and now this) and yet can't even come close to them.Ajay was deported out of London having an illegal visa and had to stay away from his wife, kid for 4 yrs. He now wants to fight back and Zayed, Sameera help him because he had helped them stay illegally. They put a bomb on a train in London and demand cash in ransom. The movie borrows the idea of SPEED (below 60 and train explodes), then it combines the ideas of TAKING OF PELHAM & UNSTOPPABLE quite nicely, but doesn't execute them half as well as they did. The chase/action sequences in the midst of Sameera & Zayed are nicely done. Dialogues aren't worth mentioning in this thriller ride. The climax is quite predictable.Mallika's item number is passable. Zayed & Sameera have been smartly used where they don't need to show their acting skills. Boman Irani is his usual. Kangana doesn't get to do anything. Ajay Devgan being the lead, looks quite lethargic & Anil Kapoor even at 52 looks dynamic. PriyaDarshan has given some nice movies in the past, but this one isn't among his best.Despite decent content, the movie on the whole disappoints." 
" Wish i could give 0/10","What an incredibly pathetic movie! The movie has some of the best names in Bollywood, some of the best known people who know how to act, the production unit has some of the best known in the industry. But this movie just tarnishes all their image. Everybody's skills wasted to the core! What a horrible experience. Save yourself some money and time. Please don't do the same mistake i did. surprised how this movie has 4.4/10. You will see concepts fudged from The Italian Job, Speed and many more. Why do bollywood movies always have to have romantic links in a thriller. Why not make a pure thriller movie? A psycho thriller! I guess I don't want to write anymore.. In summary... Tezzzzzz ----> Runnnnnnnnnnnnnnnnnnn!" 
" All Hail Prydarshan !","Pryadarshan and his entire team worked meticulously to keep the movie free of any possible anachronisms.This movie is strong, good script, great casting, excellent acting, and over the top directing. Even if the viewer does not like action type of movies, he or she will watch the entire film, the audiences is glued to what will happen next as the film progresses. Its about, loyalty,greed, relationships, and real life. This is a great mix, and the soundtrack makes it even better.The film-making is excellent and very suspenseful at times.Its great if you actually listen and pay attention because the whole time they are building up to the end.It is the most fantastic ending I've seen in a while.After his power packed performance in Once Upon A Time In Mumbai,Singham and now Tezz,Ajay proves himself better than today's over rated Khans.Anil Kapoor fits perfectly in his role.Boman Iraani does a great job too.I liked Kangana for the first time after watching this movie and Zaheer Khan was also a delight to watch." 
" Thats Not A Ajay Devgan Movie !!!!","I am writing a review after 6 months and the main reason was to alert the audience about this movie. The trailer which I saw was amazing and its expected that its a good thriller with Ajay and Anil in lead. But people plz take care as this is not an Ajay Devgan Movie. His role is just for 20 mins (plus song) in 135 min movie. Though he still shines in his small role. Anil Kapoor and Boman overacting bores a lot. Zayed and Sameera were impressive and there screen time is more than Ajay. Thank God Kangna role is just for 10 mins. Mohan lal is there but for what I really don't know. This is the first Priyadarshan movie which really disappoint me its mixture of 4 holly flicks (Unstoppable + Speed + Ransom + Taking Of Pehlam 123). Direction is very poor. I am giving this 3/10 (1 for Ajay devgan who shines in such a small role, 1 for Tere Bina song and 1 for Stunts)" 
" Tezz : A Nutshell Review","What do you do when a country, a culture and their purveyors wrong you irreparably? You plant a bomb in a speeding train and hold the establishment to ransom.Taking a cue from Hollywood's most watched bomb-maro-bomb rush-hour excursions into plunder-land, Tezz springs forward as nicely-packaged film.Here we know Ajay Devgn is the closet terrorist. But since his fans won't like it, Devgn is, with due respect to Mira Nair, a reluctant terrorist, how reluctant, we won't reveal fully.Devgn has a back story with screen wife Kangna Ranaut, who in keeping with her character's British domicile, sports blonde hair. No, this is not a joke.Luckily, Priyadarshan's plot has a lot more going for itself than its leading lady's hair-to-stay problems. The director creates a game between 'terrorist' Devgn and cop Anil Kapoor who in true Hollywood style, is on the verge of retirement from service when duty beckons.There are enough men on duty on both sides of the law here to fill up one section of Tihar jail. The narration allows elbow-room for an army of actors laden with anxious motivations and tense expressions to match, all hurling like the speeding train towards an uncertain nemesis. Luckily, the plot finds itself a convincing finale. And we can go home feeling all is not lost for the slick action genre in Bollywood. There is hope.There are some jaw-dropping action sequences here. Some of them, like Devgn and Kapoor's fist-to-fist in the grand finale and the search for Devgn in a hospital's car park, are so expertly executed they make you forget how far Bollywood lags behind in the action genre from its firangi counterpart. But then again some of the stunts like the one where passengers from the bomb-threatened train climb into a safe train, are done clumsily.Curiously, Zayed Khan and Sameera Reddy who play Devgn's accomplices in the terror crime are given one extended chase sequence, each. They show remarkable agility in their given space. Ditto the film's technicians. Thiru S. Appan's camera looks at London with keen anticipation."He's Indian, not Pakistani," Boman confidently informs cop Anil Kapoor with a straight face.The absurdities don't swamp Tezz. True its title, the tale of a bomb and a Boman trying to diffuse the crisis, whizzes by at breakneck speed.Priyadarshan tackles what's a new genre for him, with pleasure and aplomb. Ajay Devgn, Anil Kapoor, Boman Irani, Sameera Reddy and Zayed Khan furnish a flavour of slickness to a story that holds your attention till the end.Not quite edge-of-the-seat, the thrills in Tezz are engaging enough to keep us watching." 
