heading,review
" The film has got nothing but Mallika shows her amazing daring guts to do this.","First of all let me clear the buzz of HISSS being a foreign flick. No, its not a Hollywood film from any angle. Yes, it's reportedly been directed by a western name, Jennifer Lynch. But the name remains the only foreign touch in an otherwise totally Indian movie, which is more like a B class Bollywood film packaged and promoted well.Secondly, yes the film is based on a HIT and interesting topic of an Ichhadhari Nagin but the overall result on the screen is not even close to what we have already seen in Reena Roy's NAGIN (1976) and Sridevi's NAGINA (1986) or even in its not so successful sequel NIGAHEN (1989). The film is just a collage of various graphical scenes without any good story build up or enjoyable musical soundtrack. Moreover the erratic background score further reduces the impact of its engrossing theme to the least.Thirdly, if you are expecting a great computer graphics show in the movie displaying a human body's transformation into and out of a snake, then you are going to get disappointed in that section of the film too. The graphics used in HISSS are not bad but at the same time they also don't offer anything great or exceptional to enjoy. In fact watching ANACONDA once again would be a far better choice to opt, if you are really interested in watching the big snake movements in front of you.In the acting arena, I was simply stunned to see two highly talented actors Irrfan Khan and Divya Dutta agreeing to do such strange kind of roles where they simply have nothing to do except showing their known faces on the screen. Especially, Why Irrfan opted for such kind of LOW in his otherwise famous career is simply beyond any logical explanation.So after pulling down the movie in almost all its departmentswhat can be a possible merit of watching HISSS? That's the pleasure of watching the Sky-High Confidence of the girl called Mallika Sherawat. The conviction with which she portrays her role of a Ichhadhari Nagin is indeed commendable even when she is not speaking a single dialogue in the film. And further her amazingly daring GUTS to opt for all those nude body scenes and love-making scene with the snake is undoubtedly applaudable.Truly speaking, even when the movie was completely a wash out for me in all aspects, still the girl managed to keep me hooked somehow with her unbelievable kind of confidence and a passionate performance. So if you are really interested in watching Mallika in the most daring act of her entire career then HISSS may work for you. Otherwise it would be better to watch the movie only after its DVD release.Rating : 1.5 / 5 (0.5 more only for the confidence level of Mallika)." 
" Amateur at best","The movie tries hard--but falls flat on its face, right into a pile of rotten guts, like one particularly sick and unnecessary scene in the movie.The premise is familiar, dated and even banal--a man (a desperate Jeff Doucette) suffering from a life-threatening disease and having only 6 months to live decides to find the 'nagmani' and gain immortality.So he 'kidnaps' a cobra while it is engaged in an act of procreation and locks it up in a glass box, torturing it constantly by electrocution. The aim? Somehow the cobra would communicate with the nagin telepathically and bring her to it, thus allowing the man to force her to give up the nagmani for her lover snake's life. Mallika Sherawat plays the nagin, and I have the impression that the movie was made solely considering the fact that a shape-shifting Nagin would allow ample opportunities for the director to show Mallika with little or no clothes-and the whole film seems to be made to cater to this premise. And the director leaves no stone unturned to achieve this aim. The fact that Mallika has not a single line of dialog just confirms this view.The remaining cast of characters is wasted--Irrfan Khan though manages to be respectable in his role as a police officer-very understated and elegant. A good actor who took up this role needlessly.The story follows a linear path--and the dialog is so straightforward its laughable at times. A case in point would be the goons hired by Jeff Doucette at his hideout-it seems the director knew the audience would wonder why the goons would decide to stay even after knowing of the impending danger and Doucette's maniacal ways--so they engage in a dialog justifying their decision--'we are doing it for the money. anything for money.' Its a very lame way to rationalize the story, and its very obvious.The movie has nothing to offer, so it relies on shocking and disgusting the audience. Like the aforementioned scene with the guts, or a scene with a kid shitting, or a scene with a dead man with stained pants. It wouldn't have been a problem if these scenes had added to the story, but they do not and seem pointless.The movie has a few elements which should have been clarified-like the fact that whenever the Nagin shape-shifts or is reborn to a woman form, any woman who is pregnant has a miscarriage. The director has tried to weave this into the story, but it is not easily inferred, and adds to the confusion.The special effects are bad and seem cheap. and for people who are now used to the quality of Avatar, the effects would sorely disappoint. The snakes look fake, the transformation scenes look fake. All in all, the movie has only one USP--an almost fully nude Mallika Sherawat." 
" I guess Hollywood's love affair with India is officially over.","I don't get it: Slumdog Millionaire cleaned up at the Oscars, and yet Hisss didn't get a single nomination! Pah! What do the Academy know, anyway?Whereas Danny Boyle's 2008 crowd-pleaser simply manipulated it's audiences' emotions whilst providing a fairly intriguing mystery, Jennifer Lynch's Hisss gives the more discerning viewer a far richer experience in my humble opinion: there's the Nagin (Mallika Sherawat), a sexy snake goddess with a great rack and an even more impressive set of fangs; an impromptu Bollywood dance routine (is there really any other kind?) that takes place during an Indian paint festival; an ugly, fat, obnoxious woman who continues to pester her son-in-law about grand-children even after death; a would-be rapist in a Pamela Anderson T-shirt swallowed whole and regurgitated as a pellet; gratuitous naked lamp-post climbing; gratuitous skinny dipping; a bad guy with brain cancer and a very itchy trigger finger; lots and lots of impressive practical effects from top MUFX maestro Robert Kurtzman, and some equally bad CGI; a raunchy sex scene between the film's smoking hot star and a rubber snake (complete with reptilian french kissing); and stunning cinematography that not only brilliantly captures the sights, sounds and squalor of India's slums but also the awesome curves of Sherawat's magnificent butt.As far as I'm concerned, THAT is entertainment worthy of an award!" 
" Don't waste your time on this, you'll regret it!","The movie seems a joke coming from a director who has made Boxing Helena, this movie is even lower then the standards of combing Hollywood and Bollywood B-grade movies. Just the name of Hollywood and the director is the daughter of David Lynch, If one doesn't expect master piece at least a decent effort, which it not even disappoints in every aspect of film making but make you puck. Its seems the director was asleep while making this crap which has awful special effects, no story, no acting and not even a single plus point that goes in its favor to be mentioned.Irfan Khan is totally wasted and why the hell did he agree to work in this joke of a movie, Mallika has no dialogs only partial nudity in dozens. The snake seems like a puppet and the rest I have no words to explain what a awful and crappy movie this is, avoid it no matter what or else regret it your whole life." 
" Snake Mallika's Hot Hissses Saves Her Love, but Kills the Box-Office!","I hope all that pre-release publicity and marketing of Hisss by hottie Mallika 'Serpent" Sherawat did some good for the movie monetarily because simply said, the movie is just average, either in performances, direction or visual effects.I feel sorry for Irrfan Khan and Divya Dutta. Both very talented actors were put through this disappointing show in major roles. Their presence made no difference! Even foreign actor Jeff Doucette, although appropriately sick & greedy as per his character, could not do much to save this movie.Nothing special about Mallika Sherawat too except that she flaunts off her toned, lithe body and some cool snake eyes! Although there were potentially scary scenes, the horror factor in almost all scenes fell short due to messy or incomplete execution(I feel). The script writer(s) must be disheartened that the ultimate result on screen was probably only fifty-percent of what they conceived.Verdict: In one word - Hisssss! And that's not a compliment." 
" One Time Watch","Hisss is slightly different Bollywood movie with a Hollywood taste. It differs from Naagin,Nagine series as movie is based on facts and realistic approach. It is very simple horror movie. After watching the movie, your head will be totally blank as in.. it is difficult to comment whether movie is good or bad. It is obvious that when naagin(snake) is converted into human(which can transform into human),she will be nude. You will be impressed with Mallika's body(may be the best in Bollywood), even though I believe movie don't portray nudity. Love making with a snake is bit odd. In short, Positives: light humor, music, concept, special effects, Mallika's body specially street light scene, scary scenes, acting(both Mallika and Irfan) and very important one: you will not feel bored.Negative: Very simple script, again exposing poverty in India, poor acting of supporting staff, broken screenplay, low budget impacts.If we give smooth flow to all the scenes then it will be far better.. I believe "The best" is saved for Hollywood release." 
" A more dramatic end would have been a redemption at least","The opening was great, the motivation behind each character is clearly defined, but the imagination is dull and characterization is poor. India has been portrayed like a land of snake charmers and poverty stricken land, some scenes make you feel sick, (a bunch of girls walked out of cinema after first 30 minutes!). Many question are left unanswered such as why was Irfan Khan's wife infertile? Why did any one not notice a double murder at the women's help center till the body was rotten? what takes so long for the autopsy guy to figure out a snake bite? Whys is nagin chasing the snake charmer and why is the snake charmer still running after seeing Irfan Khan? oops! A more dramatic end would have been a redemption at least." 
" It's not bad at all....","Not really a Bollywood fan, but I watched it because of special makeup effects legend Robert Kurtzman, who designed the looks of the snake woman and also the director of this film is Jennifer Chambers Lynch. Really loved the look of Nagin, the transformation sequences and some brutal death scenes which you don't usually see in an Indian film. Mallika Sherawat gave a great performance and I gotta say that she can really slither. Seen a lot of negative reviews, but for me, it's not bad at all." 
" Good, but not great but most certainly not horrible","this is one of those movies that actually has a LOT more potential than given. if done in a different manner this would have made an excellent who-dunnit flick. from the start the movie opens up fairly solid, the initial transformation into human form was actually good. the following transitions into snake form...not so much, but thats more so if you're lookin for uber perfect FX. the storyline unfolds at a decent pace but manages to keep ya glued. is this worth multiple viewings, no, but its not so bad to give a good viewing once.our main character does a pretty superb job at portraying a snake in human form. u really get the sense that she took the time to study her role in depth. the "villain" of the film is a tad annoying...you'll wish him long gone within his first few lines but be happy to see him get his in the end. again, the movie isn't perfect, nor could it have been but its fairly enjoyable for what its worth." 
" You'll Enjoy It","I've recently, as in only a few hours ago per this writing, viewed this film, and honestly, the terrible reviews I've read here on IMDb are simply unacceptable.So unacceptable, that for the first time, I'm writing a review of a film, here.The entire film, though not a stunningly "Hollywood" style explosion of special effects, has some that do it's budget credit. The transitions from a physical effect to one computer-generated are a little rough, but the story certainly does not need it.The visuals, the actual sights and sounds of the country are unrelentingly natural, and all the more disturbing and beautiful because they are real. The image, without spoiling anything, of a very young child squatting with his bare bottom over an open sewer while police run past pursuing a suspect, who is also being pursued by a barefoot snake- goddess, polarizes the film. Images of painful reality, the filth of humanity compacted into a city, alongside the beauty of nature, the drives of revenge against man's degradations, and the marvelous colors are woven together skillfully.One of the most delicate, touching and lovely scenes is the interaction between the mother-in-law and her daughter, in the kitchen, just after the dinner. Those two women are beautiful together, I'd believe they are, in fact, blood relatives who do care for each other.Enjoy the film, the characters and make your own decision." 
