heading,review
" Its a story that spans over 7 decades and gets in depth about gang wars, crime, hatred, revenge that gets passed on from one generation to another.","Just saw the screening at the Sydney film festival. Its definitely one of the best Hindi movies ever made. Direction, screenplay, narration, acting, music, cinematography, everything about this movie is top notch. Anurag Kashyap is truly the best at whatever he does. You wont even feel the length of 5 hours and 20 minutes. Manoj Bajpai's has proved once again that he is the powerhouse of acting. Not one scene is out of order and everything is properly explained with no questions unanswered. Dialogues are very sharp and as close to reality as it can get. The opening sequence in itself is a masterpiece. The way its scripted and executed is just mind blowing. All the bloodshed keeps getting more and more innovative. Its one of those movies that will always be mentioned everywhere whenever someone talks about the Indian cinema." 
" The movie of the year","It has been nearly 5 years since I went and saw a movie first day first show in the theatres. But such was the level of anticipation with "gangs of wasseypur" that I found myself standing in front of the ticket counter at quarter to nine. The movie, which is 160 minutes long, starts with a shoot-them-up which may be the most authentic shoot-to-kill scene in Hindi cinema. The movie tells the story of rivalries between different sects of Muslims: the butchers, Qureshis, and the Pathans, Khans and extend over a period of three generations. The story starts from the pre- independence era when the British owned the mines in Dhanbad. After independence, these mines pass on to the wealthy landlord who hires an exiled Pathan to act as his strongman. The pathan, the father of Sardar Khan (Manoj Vajpayee) has been kicked out of his village, Wasseypur, after a confrontation with the local musclemen, the Qureshis, and is now forced to work in the mines of Dhanbad. He starts becoming too big for his shoes and is bumped off by the landlord thus beginning a series of killings and counter-killings. The acting by the "star" cast is stunning with Manoj Vajpayee leading the pack in as good as a performance as "Bheeku Mahatre" in Satya. When he stares lustfully at the back side of Reema Sen (here resurrected after being in the wilderness for nearly half a dozen years), you can feel the lust as a physical thing. He is backed by a very strong ensemble cast. The real strength of the movie is its dialogues. The words, replete with the choicest of abuses, feel as if they were wiretapped. The conversation rings true to life and had me laughing at the sheer vulgarity of it. The patois is captured very faithfully. The only negative point about the movie is its length which could have been edited somewhat in the second half when the third generation takes up (like the long Godfather III, if you may). Anurag Kashyap has put his soul into the movie and that is visible from every frame of the movie. The direction is the best I have seen this year in Hindi cinema and will only increase the expectations from the second part of this opus. And that is why I am jealous of the lucky bastards at the Cannes film festival who got to see both the parts back to back. The movie ends at a tantalizing junction and the prospect of meeting with these barely lovable characters for a second outing left me salivating." 
" Masterpiece!!","I have just returned from the first day late night show of this movie (the first part) and it has totally blown me away. The movie starts with a bang and carries the charm throughout. The way each character is introduced is terrific. It is story telling at its best. From Shahid Khan to Sardar Khan to Sultan, you actually end up fearing them all - the characters are so beautifully portrayed. Manoj Bajpai is amazing as Sardar (he really got into the character) and the narration (by one of the gang members) adds a lot of flavor to the entire flow of the movie.Siddiqui's role is brief in the first part and I have a feeling he will play a major role in the remaining part of this epic. He is already looking good. Tigmanshu as Ramadheer Singh is terrific, his expressions too good.Apart from this, the movie is informative - it very subtly tells the audience all about the way Indian coal mafia has progressed over the years, the gang wars, the politics. Obviously there is a lot of slang. I have not seen a Hindi movie with so crude a language ever, absolutely not recommended for family viewing and children/teenagers.The camera angles, especially the final sequence is superb. Anurag Kashyap is India's answer to Quentin Terentino. Gangs of Waseypur is already a Cult." 
" This is Bollywood's answer to Hollywood.","Yes, its true.Scorsese and Tarantino are there in Bollywood too,Anurag Kashyap surely belongs to that class.A Movie which gives you the raw look of everything love,ambition,politics,revenge,comedy, this movie has everything in it.I was expecting another disappointment with another Bollywood movie but right from first scene this movie blew me away. The story spans last seven decades of Indian history with events taking place in mining towns of Wasseypur and Dhanbad. The tale of the cities is portrayed in the rivalry between the family of Shahid Khan,an ambitious man who loots trains in British Era by the name of Sultana Daku and Ramdahri Singh and Local Contractor turned Politician. The animosity is passed to the next generation where Sardar Khan portrayed by Manoj Bajpai,who wants to avenge his fathers death by destroying Ramdhari Singh and his family and the Qureshi's who outcast his father. Manoj Bajpai has outclassed himself. Every single actor has done his part perfectly. You will feel like you are actually living in that part of the world. Hats off to the team, they have thoroughly researched every detail and make the whole scenario looked like real. A Must Must watch for if you love quality." 
" A riveting drama spanning decades","One of the most awaited movies of the year, the first part of Gangs of Wasseypur lives up to expectations. However, the only disappointing aspect of the movie is that one has to wait for the part two of the movie to see how the story unfolds. The movie is based at Wasseypur and other surrounding areas of Dhanbad. The time-line of the movie spans from early 1940s to early 1990s. The second part of the movie is expected to span from early 1990s to mid 2000s. It's a story of Pathans Shahid Khan (played by Jaideep Ahlawat)and his son Sardar Khan (Manoj Bajpayee, Qureshis, and politician-cum-coal mine owner-cum- local don Ramadheer Singh (Tigmanshu Dhulia)and his son. The tussle between Pathans and Qureshis, and that between Shahid Khan and Sardar Khan on one side and Ramadheer Singh and his son on the other side are the highlights of the movie. In between, one also sees different facets of coal mafia, revenge, rivalries among Muslims, and even love stories too. The movie is intense, gripping, and has a fair sprinkling of cuss words one finds in Bihar and Jharkhand, where the film is based. The music of the film is another highlight, and one needs to watch the film to fully realize the relevance of songs in the film. In short: a must- watch movie for those who love hard hitting movies with great acting from all the actors." 
" The Solitary Epic of Indian Cinema.","Premiering at Cannes, this was one of the most anticipated movies of the year. Maybe not for the Multiplex going, entertainment seeking audience but for people who actually care for gritty cinema. I, personally, have always been a fan of Anurag Kashyap, Manoj Bajpayee as well as Piyush Mishra. So, for me this movie was like cinematic heaven, before it even started.It is a story unfolding through generations in Wasseypur, Jharkhand(erstwhile Bihar). It starts with Sahid Khan( played brilliantly by Jaideep Ahlawat), who robs trains by the pseudonym of Sultana Daku which is in fact the pseudonym of another Dacoit that lives in the village. So, on one such attempt, the original Sultana Daku kills of Sahid Khan's gang and throws him out of Wasseypur. Thus starts the rivalry of the Khans and the Qureshis. Sahid Khan moves to Dhanbad where he leaves this life of robbery behind him and starts working in a field mine. During child birth, his wife dies while he was unable to reach her in time because he wasn't informed by the authorities. The son grows up over the years and India soon wins independence. With Independence, the British abandon the mines which are soon given to a Jamindar, Ramadhir Singh. He needs Pahalwans(bouncers) to run the mines and keep the workers in control, so he hires Sahid Khan. What Ramadhir Singh did not foresee was that Sahid Khan himself wanted the throne all for himself. When Ramadhir Singh finds out, he sends Sahid for a job at Banaras where Sahid Khan is assassinated. He also tries to kill Sahid's younger brother and son but they escape. The kid grows up to be Sardar Khan( Manoj Bajpayee) whose only aim in life is revenge against Ramadhir Singh, the guy who killed his father. "Goli Nahi Maarenge Usko, Keh Ke Lenge Uski".I won't say that if i continue with the story, it'll give the movie away but the thing is every twist and turn of the story, every little detail, Anurag Kashyap wants you to explore for yourself. There are so many characters and so many stories that it becomes more of an epic than a movies. With Piyush Mishra's narration, the movie unfolds smoothly as you will keep watching dumbstruck at the crime and the 'bakaiti'. The usage of slang is in abundance. Definitely, not a movie that you can watch with your family, or even girlfriend, for that matter. Brilliant performances, a brilliant script, and wonderful direction leaves you expecting for more. Waiting for the 2nd part eagerly." 
" Gangs Of Wasseypur is Entertainment Entertainment Entertainment","Just watched this movie today on the day of release.Excellent background music throughout the movie. Excellent acting by Manoj Bajpayee & Richa Chaddha. Superb comedy and action. A movie you need to watch in theaters to enjoy it fully.Dabangg is nothing in front of this movie.This movie is just Entertainment,Entertainment and Entertainment.Had to choose between Teri Meri Kahani & Gangs of Wasseypur today. I am glad that we chose to go for Gangs of Wasseypur.It takes a lot of skill to make a movie like this. I hope it sweeps all the awards this year. Manoj Bajpayee's role as Bhikoo Mhatre was memorable and in this movie his role as Sardar Khan will be more memorable than any of his past performances." 
" A chronicle about Sinister fraternity of the Crime from the eyes of Anurag Kashyap","An epic tale about loyalty, crime, lust, treachery and vendetta. A cinematic magnum opus.Set in Dhanbaad's(Jharkhand)Village, called Wasseypur, "Gangs of Wasseypur" starts with our very own "Kyunki Saas bhi bahu thi" and goes beyond the cinematic ethics. A saga which has all the ingredients of a cult cinema like black humor, full mouthed characters, adultery, bullets,vengeance and everything you expect in a film by Anurag Kashyap.En route to end of British Raj in India, Shahid Khan, a dacoit, loots the British trains, masquerading as Sultana Daku, is shot dead by Ramadhir Singh's goon. Shahid's son, Sardar Khan, pledges to avenge his father's death and shaves his head. He becomes one of the most notorious gangsters of Wasseypur. The film reconnoiters his connections with power, politics and fraternity of crime. There is a clash between two Muslim groups Pathans and Qureshis, about their covetousness for glory and money.Manoj Bajpai gives an impeccable performance as a violent and lecherous man. It is one of the powerhouse acts, we will ever encounter. The real find of the decade is Tigmanshu Dhuila a well-known cult director (Hassil, Paan Singh Tomar, Saheb Biwi aur Gangster etc), who embodied the character as if he himself is Ramdhir Singh.Richa Chadda is believable as Sardar Khan's anxious and bold wife. Reema Sen is good as a silent and steamy concubine of Sardar Khan.Nawazuddin Siddiqui is a born thespian; he is believable as weed smoking, Amitabh's die-hard fan and black sheep of the family. We have already witnessed him in "Kahaani" and "Peepli live". I think he is one of the most underrated actors, has now got an opportunity to flaunt himself in GOW II(I saw the trailer of Part II after the credit rolled).Rest of the cast Piyush Mishra, Pankaj Tripathi, Huma Quershi(debut-She looks ravishing while persuading the theater's security guard for the second show of the movie "Trishul") and others are so authentic that you will easily relate the characters with North India (Bihar), the dialects, the dialogue delivery, the expressions are genuine.The music by Sneha Khanwalkar is down to earth, a triumph, it has the rustic soul and is very unique. One can understand the geniuses by listening the beats and lyrics. Some of them are folks sung by the locals.And after all it's Anurag Kashyap ,who can go to any length to enhance the quality of Indian Cinema. Undoubtedly it has been screened in Cannes,and people watched the entire saga (a delirious 5 Hours 20 Minutes run time) and lauded with the accolades. However, it should have been edited 20 minutes.Impatiently waiting for Part II.8.2/10" 
" One of the best Direction and Acting so far","Gangs of Wasseypur stands firmly on the grounds of direction, acting, screenplay, story-line, cinematography & music. Manoj Pandey has delivered an outstanding performance. The movie has to be rated "A" because of a lot of abuses (which implies, its not a family flick). But the essence of it is demanding and commendable. Everyone has done a splendid job. This one is not loose even for a minute. The most important aspect of its appreciation is its star-cast. A lot of new faces and still it doesn't disappoint. You can just imagine the crew on board when actors like Piyush Mishra & Yashpal Sharma are totally wasted. An entertaining cinema worth watching. There is no doubt that Anurag Kashyap is Bollywood's Quentin Tarantino. A must watch." 
" Hardcore reality presented in an Honest Plate","Bollywood movies are generally based on fantasy and imagination. Where the audience is made familiar with the characters which he 'wishes' to be.Gangs Of Wasseypur Adopts a different Approach.It makes the Audience identify with reality and makes familiar with the characters that 'are' around him.Being from wasseypur in dhanbad i was super excited to watch the movie based on my locality. i had presumed the movie might be 'inspired' by the gang wars, but no movie is 90% the actual story of the town.The movie has penetrating dialogues, harsh naked truth characters and language. Manoj Bajpayee's acting was breath taking. the scenes are still vivid even after 2 days of watching the movie. His Chemistry with the character 'Durga' was awesome. 'sardar khan's interaction with ramadhir singh in the movie is very interesting. The movie was brilliant in first half. The only place where the movie could improve is that there are so many characters that a normal audience will be confused and may just lose the plot. One needs to watch the movie carefully.9/10 to the movie made about my locality. Wasseypur Zindabad!" 
" ‎'Gangs of Wasseypur' is a visceral epic!","‎'Gangs of Wasseypur' is a visceral epic! Not the kind of regular rubbish that is churned out every now and then. Mr.Anurag Kashyap has brought us something that can be categorized with the likes of 'The Godfather'.Manoj Bajpayee is rocking and superbly supported by a fabulous Richa Chadda, Reema Sen and Piyush Mishra. And final cherry on the acting caked is Nawazzuddin as a vulnerable young lad who is basically a romantic at heart but is getting transformed into a ruthless gangster much like Michael Corleone in the Godfather series. Manoj Bajpayee's character is quite akin to much more ruthless version of Don Vito Corleone played by Marlon Brando in 'The Godfather'.By repeatingly mentioning 'The Godfather' I am not trying to take away anything from GOW. GOW is a superb film which needs to be watched by anyone and everyone who has the slightest of respect and love for films and filmmaking.Sneha Khawalker's rockingtingly superb music brings a whole new level of excitement in the film and Rajeev Ravi's cinematography is very very efficient, sprinkled with quite a few shots of sheer brilliance.All this make a nice, superbly tasty biryani and the credit can only go the masterchef Mr.Anurag Kashyap.8/10, and I'd defo recommend all my friends to go and watch this film in CINEMAS!" 
" Outstanding - Story, direction, music, performance","Very few movies are so good in all departments.Script - Engaging, real, entertaining Direction - Flawless Dialogues - Cream of the movie (Go just for the dialogs alone if not anything else) Performance - Outstanding from all actors. It never looks like acting. So real Music - Heart of the storytelling. Compliments way too well. Love you Sneha Cinematography - Best visuals possible for the terrain of wasseypur. It transports you to that place" 
" A Nutshell Review: Gangs of Wasseypur","Co-written and directed by Anurag Kashyap, this film will probably propel the filmmaker into the ranks occupied by the likes of Coppola and Scorsese in crafting Mafia styled epics, filled with the themes of brotherhood, revenge, betrayal, sex and violence. Showcased at this year's Cannes Directors' Fortnight with its sequel screened back to back, Kashyap has brought forth a sprawling, three generation span long tale of the titular Gangs of the coal mining town, where three crime families engage one another for infamy, riches and power supremacy.And what he had done to provide some gravitas to this tale, was a semi-documentary look at its background against the town of Wasseypur, where we witness how the wheelings and dealings between shady businessmen and their workers, and how some become politicians through bullying, gangster tactics, the laundering of money, and eventually buying support to ascend the political ladder. It's an intriguing commentary about, by extension, the country's state of affairs, and how some can grow influence through the use of hired muscles out to do their dirty work, for the duration of their useful lifespan, before being discarded.Beginning in explosive fashion with a full assault on a property, key figures get introduced, but only to keep things under wraps until the companion film in Part 2. We then get brought back to the 40s Wasseypur and Dhanbad land, where the British found themselves up against the formidable forces of the Qureshis , only for Shahid Khan (Jaideep Ahlawat) to impersonate their mysterious leader, pre-empt their attacks and undercut the Qureshis in their own game. Soon the Khans got exiled, only for Shahid to be brought back to Wasseypur when Ramadhir Singh (Tigmanshu Dhulia), a rich, corrupt industrialist, needed a muscle man to help in his exploitation of workers. But jealously meant Ramandhir's orders to get rid of Shahid, and thus opening up the feud to the second generation, led by Sardar Khan (Manoj Bajpai) who is hell bent on revenge.But in a tragi-comedy sort of way, the character of Sardar is somewhat tough on the outside with his ruthlessness, but all soft and fuzzy inside with his libido being lacking in control, with first wife Nagma (Richa Chadda) being relatively tolerant of his gallivanting ways only because she gets pregnant too easily, and the introduction of a Bengali girl Durga (Reema Sen) whom he met while on the run. This sets up the third generation of cast with Sardar's sons Danish (Vineet Singh) and Faizal (Nawazuddin Siddiqui), with a hint on what's to come disrupt his family dynamics with illegitimate son Definite, entering the picture, whom we'll see more of in the next film whose trailer gets airtime right after the end credits. On the other corner are the heir of the Qureshis in Ehsaan (Vipin Sharma) and Sultan (Pankaj Tripathy), who are caught in the middle with their alliance with Ramandhir, and the marriage of Sultan's sister Sharma (Amirota Jha). And what makes it interesting in the entire male dominated world, is the story of the women behind the men, as seen from the major character arcs on Sardar's family involved in romance of some sort, playing critical roles in defining the male characters and contrasting them in both their private and public lives, and instrumental especially in the final scene, and going into the next film.It might be overwhelming at first with a myriad of characters being introduced, but Kashyap got his presentation all under control like an old hand, bringing on new characters with proper title flashes, and providing adequate screen time for each to establish his or her backstory. This wonderfully crafts out motivations and characteristics of each family member, especially between the sons of Sardar, who will all play pivotal roles in the sequel, since the very first scene here would have shown each of them under different camps, and teasing us with just how allegiances would play out with family members now standing under different banners. Part of the engagement now would be to develop the narrative to reach the inevitable, and with the ensemble set up, the possibilities are endless.And as such, Gangs of Wasseypur has its fair share of surprises thrown about, where those slighted will almost always come back with a vengeance. Revenge may be high on Sardar's agenda, but there's a permeating poetic justice that provides a cruel twist of irony, with the narrative rich enough to allow various subplots to populate the story and to add a vivid texture to the characters instead of letting them become one dimensional characters. It's a sprawling epic that called upon the best of Bollywood sans the usual Masala formula, to showcase the skills, craftsmanship and talent in the industry that are capable of making a serious, critically acclaimed film with commercial appeal. Definitely highly recommended, although I'm reserving judgement until Part 2 when the film is complete. If you haven't watched an Indian film for some time already, if at all, then make Gangs of Wasseypur your launch point now." 
" Epic, badlands kind of film",""Then there was the whole concept of coal mining, which is a culture unto itself, the most dangerous occupation in the world, and which draws and develops a certain kind of man." Martin C. SmithManoj Bajpai wants revenge on Tigmanshu Dhulia who had treacherously killed his father. Sometimes there comes a story which has an epic kind of sweep. Spanning generations, introducing several characters, all caught up in empire building, love, lust and enimity. There isn't much point to them, the protagonists aren't clearly defined, the storyline meandering, their lives entwined in the events that befell the nation and the small town that the story inhabits. Set in the backdrop of Wasseypur, a small part of Dhanbad, capital of India's coal belt, numerous characters come and go. India gains independence, Emergency is imposed, coal mining is first unionized and later nationalized. However, the story, at its core remains about Tigmanshu's star rising ever higher and Manoj building his own empire from humble origins, while seeking revenge.There are times when you wish things would happen quicker. That there were less characters. Or that there was a point to some of them, who are introduced to either only die or shine bright for a few frames before being forgotten. The environment is beautifully captured, including the lingo, the mannerisms whether it's the abject despair of the poor mine worker, condemned to live his life in the black shafts. The bestiality of the butcher, as he hacks away at his meat. The cowardice of the cops. The empty bravado of the minister's goons. Or the naked lust as hungry men eye their next catch, the woman to slake their base desires, even as the wife lies at home, pregnant. However, there are several things which let the film down. For a film set in the coal belt, we see very little of it. Apart from one memorable scene where, caked in the black coaldust, a few men fight for their lives and another where coals water absorption properties are highlighted, there is too little was about the black mineral and much more made of ancillary businesses. National events of importance are also given short shrift or brushed over, their impact shown quickly, transitions happening smoothly rather than in real life where each change creates havoc in such a tiny eco-system. Great camera work, flawless performances, several one-liners and very catchy music keep you engaged, though, as our two key protagonists slug it out and religion comes in, with different sects of Muslims engaging in war amongst each other. The story moves forward with a Godfather-esque gait, a kind of glacial majesty, in stops and starts, not always making sense. But then, isn't that how real life is ?" 
