heading,review
" Excellent cool movie, a must watch...","It Endorses the family values which are fast disappearing in todays world. Reaffirms that if you love or work sincerely, without expecting any returns, you may truly get what you set out to achieve. Brilliant performance by Akshay. He is very restrained yet very strong and emotive. Katarina looks ravishing and communicates very well with her eyes. Her Hindi has also improved tremendously. Rishi Kapoor brings in a whiff of fresh air from his yesteryear's. Javed Shaikh of Pakistan also played good role. It'll make you both feel good about yourself. If you like light well paced romantic movies, this is excellent movie. If you like light well paced romantic movies, this is excellent movie." 
" A marvelous acting by Akshay Kumar","Story is good,it revolves around Katrina Kaif(jasmeet, Jazz), A London born and raised Indian girl,She wants to live her life her way and not according to his parents but movie takes a twist with entry of Akshay,whose love forces Katrina to marry him.Besides movie also shows friendship of Indians and Pakistanis in London.Some dialogs and scenes showing greatness of India are also there.Katrina is looking fabulous in movie.Punjabi people will have great fun watching movie. on the whole a nice time pass.Rishi kappor has also done a great acting.Upen is also good.the only thing that sounds insane in movie is Akshay falling in true love with Katrina on first sight and whole story moves further on this base." 
" A Fun Film","It was a fun to watch. Akshay was amazing. It could have been better but all in all a good time pass flick. I only went to watch the film due to Katrina .. but ended up applauding the Character of Akshay Kumar The plot is simple yet so complex. Guy loves the girl. Girl doesn't but so much happens in between that you cant just help laughing. Rishi kapoor is very funny in his role of a worried Punjabi father.Katrina is gorgeous she and Akshay make a good couple. The acting makes this movie good although the first half was a bit boring before Akshay's entry.. I think this film should do well.... All in all a fun film.. watch it .. enjoy it..then forget it..." 
" Best! Romantic and beautiful!","One of my favourite movies.. The chemistry between Akshay and Katrina is on point. It's one of those movies u can watch over and over again." 
" A masterpiece","Watching a movie after a year of it being released hardly gives you the kick when you see it when it's still hot in the theatres and everybody's going ga-ga about it. However, this is one movie that I watched twice in succession. Come to think of it and I bet you can hardly remember doing that yourself. And if you are one of those guys who look for perfection in a movie it's the closest you can get. The movie is mostly shot in London and has this customary beginning about NRI families who have trouble with their kids being brought up in a western society but don't get disheartened you ain't in for a shock. Also, don't go by the story of the movie which doesn't draw you to the movie but for once give in to your instincts about the movie being a success story at the box office and I can assure you that you are in for a treat. You might not be able to relate to it but given the performances it sure is going to tickle a nerve in your heart." 
" Though Weighed Down By Bollywood Conventions, Namastey London Engages And Attempts To Shed Light On The South Asian Diaspora In London, Just Don't Take It Too Seriously","Namestey London is a refreshing film in that it gives centre-stage to a British woman of Indian origin, and does not portray her as a one-dimensional, rich-girl vixen, tempting the Bollywood hero away from his constant, truly Indian, girl-next-door. Instead the central character of Namastey London, Jasmeet 'Jazz' Malhotra, played by real British Asian Katrina Kaif, is being pressured into travelling to the Punjab to have an arranged marriage. Moreover, Jasmeet's Muslim friend Imran is in a similar position, a man with a white girlfriend who is deplored by his family.Namesty London is an enjoyable film, with a quirky, engaging plot and characters. The cast is generally good, with comedian Nina Wadia fine as Jasmeet's mother, Javed Sheikh assured as Imran's dictatorial father, and Akshay Kumar suitably playing up to his zany character, but never overdoing it as Arjun, Jasmeet's arranged husband. But Rishi Kapoor deserves a special mention. His performance as Jasmeet's father is not only funny and delightful- he also manages to find real anxiety and confusion.Unfortunately, with the exception of Kapoor, Namestey London as a whole attempts, but fails to achieve the deeper, more profound socio-political shades it seems to be aiming for, and it is with this that I take exception. Despite having a refreshing set-up and more than one-dimensional characters, Namastey London cannot quite shake off traditional, as well as superficial, Bollywood conventions about British people, whether Anglo-Saxon or of Asian extraction.The first is the assumption that ethnic Indians raised in the west are more westernised than native Indians, fully absorbed into the dominant western culture, living the fast, modern, materialistic life- full to the brim with confidence, even arrogance. While some do, this is not a typical experience. Rather, it seems to me, native Indians can be more like this. Such Indians are likely to be wealthy, urbanised Indian residents. Go to a 'Café Coffee Day' in one of Bombay's more fashionable districts, in Bandstand for instance, overlooking the bay, and you may find young Indian women from wealthy backgrounds talking loudly, and self-consciously, about guys, jobs, fashion, and other girls, all in a vulgar way, as they try to imitate their image of westerners.In my experience, no doubt informed by my being a British Asian, the majority of British Asians tend to have grown up in a fragmented cultural environment, divided between the dominant western culture outside the home, which has historically not been welcoming to them at times, and the insular, ossified, traditional culture that their parents stick to at home, trying to recreate an India which, rather ironically, is fading away.I feel that the makers of Namestey London have tried to grasp this cultural fragmentation in Jasmeet 'Jazz' Malhotra's situation, not least in displaying her cultural fragmentation in her two names, the formal Jasmeet and her nickname outside the home, Jazz. She has a stern, backward-looking father and a forward-looking mother wishing for her daughter to become modern and westernised. I have no problem in understanding that people in real life have such backgrounds, except that I find Jasmeet's particular character, as explained by her family's circumstances which have produced her character's psychology, to be too simplistic and therefore unconvincing. 'Jazz' clearly comes across as the product of a preconceived, modern, urbanised Indian imagining of a young British Asian woman, rather than a fully researched and thought through British Asian character, rooted in a more secure sense of reality. True, the actress who played her, the fast-rising Katrina Kaif, is a British Asian, but strangely her performance seems to have been more informed by her years in the United States. Contrast her performance with Rishi Kapoor's, as noted above, and you will see that this doesn't help the film.The second Bollywood convention that the film retains concerns its depiction of Anglo-Saxon British people. There is no doubt that many British people have had something of a colonial hangover in their relations with Indian immigrant communities, which has manifested itself at times in the form of racism. However, the British characters in Namestey London are nothing more than stereotypes of a jaundiced colonialist Indian imagination. It makes for unintentionally uproarious comedy- such as when Charlie Brown introduces Jasmeet and her arranged, but still unofficial husband, to his relative. Charlie's relative is, funnily enough, a descendant of an East India Companyman, who himself seems to have been transported from a cantonment at the height of the Raj. And though it is good to see, in the same scene, Jasmeet telling him of the many successes of modern India, something which needs stressing to many in the west too hung-up on India's continuing failures, this is lazy film making- they should show this through situation and character.Still, though it is weighed down by traditional Bollywood conventions, Namastey London does engage the viewer and attempts to shed light on the South Asian Diaspora in London, just don't take it too seriously." 
" An Excellent Feel Good Movie","It makes you feel good about your country. Endorses the family values which are fast disappearing in todays world. Reaffirms that if you love selflessly, without expecting any returns, you truly get what you set out to achieve. Brilliant performance by Akshay. He is very restrained yet very strong and emotive. The part where the Englishman from the erstwhile East India company rants about India being a nation of snake charmers and the answer that Akshay politely gives him would gladden any person's heart. Katarina looks ravishing and communicates very well with her eyes. Her Hindi has also improved tremendously. Rishi Kapoor brings in a whiff of fresh air from his yesteryear's. Watch it with your better half. It'll make you both fell good about yourself." 
" Best movie ever made in Bollywood in this Context!","I fell in love with you since the first time i saw you and the commitment Akshay made that he won't leave until he saw her getting married that makes that character my hero,as a guy who went through same similar circumstance my only saying to all the fan of this movie is to only let them know that if you love someone truly never give up. No matter what the up's and down is there anyone could overcome it.Look at this, some guy from from native village in India never loose his hope for the girl who is truly westerner in every aspect. If he can get the love of his life than if anyone can but funny thing not everyone can be Akshay and so not everyone could fall in love Katrina." 
" Engaging Bollywood Masala","First and foremost, Namstey London is a treat to the eyes. The modern day London has been captured very well. Namastey London comes across as a pleasant surprise in more ways than one. Be it the characterization, the well executed script or the breathtaking visuals of London.... it succeeds in capturing your attention. All the characters are well written and the screenplay is very tight, keeps you interested throughout the movie. This is undoubtedly Vipul Amrutlal Shah's best work till date. His last venture 'Waqt' was termed as very melodramatic. The movie is sentimental make no mistake about that, but it works. It works brilliantly.Manmohan Singh (Rishi Kapoor) is settled in London for the past 20 years or so. Jazz or Jasmeet (katrina Kaif) is Manmohan Singh's spoilt daughter. Manmohan Singh brings Jazz to India and gets her married to Arjun Singh (Akshay Kumar), a rough and tough Punjabi who can barely speak English. But Jazz too is equally determined to marry her British boyfriend Charlie Brown. Arjun is helplessly and hopelessly in love with his beautiful but unyielding wife.The first half is pacy with many moments which tickle your funny bone. Rishi Kapoor is marvelous in his role as a frustrated father of a spoilt girl. Katrina Kaif looks stunning and does her part quite well. The second part is longer and belongs completely to Akshay Kumar who has matured immensely as an actor. He makes you laugh and he makes you cry. Akshay Kumar truly exceeds expectations. The scene where he explains what India is about to the foreigner is unarguably the scene of the movie.All in all Namastey London is a must watch. Don't miss it." 
" Good movie","Jasmeet aka Jazz is a spoiled girl who in spite being born to an Indian couple considers herself a British. She doesn't consider her selves as an Indian until she was taken to her father's village by her father, Where she meets a man who changed her life forever.The is overall quiet entertaining. It is also trying convey messages regarding the Indian cultures and values. It shows that celebration means not just to go out and have drinks with your friends. The background score is excellent. Salim-Suliaman did a good job. Songs are okay but not too impressive. Akshay Kumar did well in his role as the 'Funjabi' boy. Katrina Kaif surprisingly delivered a good performance. She suited her role well. She had the British-Indian look and it is there in speech as well. She did have her moments. The movie actually belonged to Rishi Kapoor with his excellent performance. Others also did well.Overall the movie is worth a watch. 8/10" 
