heading,review
" Very Unique","This Film was a real experience of what can go on inside the police force. Beautifully presented with Kareena Kapoors best acting so far made it a film to watch. The film which depicts the tortures of muslims and hindus in India was really heartfelt and the film has a message which films seldomly give.The mistreating of hindus and especially muslims in the film really makes your eyes water. The films gives a message of justice (Insaaf) and how people should fight for their right and freedom till there last breath. Amitabh is as always a terrific performer. Not to mention the film does have some emotion and controversy between Kareena and Fardeen but we have all seen that before and it's nothing new. This is the One FILM THAT shouldn't be left out!" 
" amazing , awesome, inspiring ( minor spoilers)","The best movie i have seen in a long long long time.. The movie is loosely based on the gujarat riots and the machinations thereof..i.e the complicit role of the chief minister of the state with communal elements and collusion of the police force with the rioters ..But it is an extremely balanced look at the communal politics behind riots in India, with elements in both communities inciting such events for their own personal gains.. What can i say about Mr Bachhan, the more i see this man on screen, the more awestruck i am. He is perfectly cast as an honest cop, battling the system( reminiscent of khakee) except as he himself said, this movie is an implosion rather than an explosion. He doesn't go out in a blaze of glory taking down the bad guys with him.. Thats what makes this movie so startlingly different.Om puri is an ideal foil as the morally bankrupt but conflicted cop who is friends with mr bacchans character. he is such a great actor..Kareena is amazing .. she looks and acts "real" in an almost irridescent manner, and not like an overmade up glam doll .. the look suits her so well. she has immense guts to take on this role and i commend her for that.Fardeen was nothing special..but the kareena fardeen scenes exude chemistry .Direction was superb..Govid Nihalani excels as usual ." 
" Mindblowing cinema!!!","I was completely taken aback by watching this movie.  A film like this comes once in a blue moon.  This film explores the convoluted politics and conflicts between Hindus and Muslims, who are like puppets being "handled" by the corrupt national government.  For the first time, I am seeing a movie whose subtext doesn't label each character as good or bad.  All shades of gray are present in almost every character and in each event.  Most of each character's decisions are partially justified and partly immoral, yet they all increase tensions and further flare up the fighting.  Misunderstandings pile up on one another and result in absolute chaos.  With each subsequent effort comes near certainty of death and destruction and a hint of optimism as the characters struggle for justice.  Amongst so much violence and anarchy, I found it very interesting that the fighting's strength lied not in the muscle.  Rather, the true valiant heroes were the city's women who stood up for their rights.  Govind Nilhani did an excellent job directing. All the artists performed extraordinarily.  Pointless songs were not forced into the movie, and the few short ones that were there further enrichened the movie.  The aftermath/"ending" in this film is very realistic.  It is not clear or definite by any means, but it does not need to be.  Amitabh, one of the best speakers ever, gives a beautiful monologue that displays the theme of the movie:  It does not matter whether we win or lose.  We must be true to ourselves and not give up our struggle for the pursuit of justice." 
" Brilliant script, great acting!","Well, there are a lot of movies that have been made about the Hindu-Muslim conflicts in India, and this is one of them. What is refreshing is the honesty some film-makers put into their stories - something John Matthan started with 'Sarfarosh'. 'Dev' is perhaps the most open about the issue.The story is about an honest cop, Dev (sounds clichéd, but is actually much more than just that!), who just believes in doing his duty. Various factors hamper his 'mission' in life - factors which all of us can relate to, such as others' ambition, greed for power, skewed ideologies and plain sycophancy. I'm sure many have faced these at our places of work! It is this basic story, set into the current Hindu-Muslim situation in India - references to Gujarat are made, the police is hand-in-glove with politicians instigating violence etc etc. Various layers are added, in the form of personal loss to the good guy (and the bad guy!), misguided youth (a very well managed sub-plot, which is seamlessly integrated into the main story) and the inevitable romance (also well integrated into the story)!The scripting is brilliant to say the least. With Dev (Bachchan) & Inder (Om Puri) on opposite sides of the fence on the issue of Muslims in India, their discussions are frank, open and thought provoking. (How well both of them acted is something I shall get into a little later!) This is an issue many of us would have debated with someone or the other at some point in time. All those arguments are brought out into the open - more frankly, candidly and clearly than ever before. All the exchanges are most thought provoking. Both sides feel fully justified in their stand on the issue, and for a long while, the viewer is left to choose the side he/she prefers. But then, Nihalani finally shows us where he stands, as the story unfolds further.Nihalani really works his magic here. He goes back to his Tamas days, when Om Puri carried his mother on a push cart ('thela'). Here, he has Fardeen doing the same with Kareena, in an almost identical situation. He also re-visits the famous Banquo's ghost scene from Macbeth. Exceedingly well done!Amitabh Bachchan stupefies me. He has totally re-invented himself as an actor. The angry young man is anything but that now! 'Young' went quite a few years ago (he's a grandfather now, for god's sake!), and the anger has given way to a smoldering frustration. He no longer raves and rants like he used to (it was the need of the hour when he did that). Here, he gives a truly natural performance - he comes across as just another guy, dwarfed by the system yet refusing to give in to it. He carries on from where he left off with 'Khakee'. Om Puri is excellent as usual. It was 'paisa-wasool' all the way whenever Amitabh and Om Puri shared screen time together! Rati Agnihotri plays a small role, and fits the character well enough. Kareena is very attractive in a plain-jane look. Fardeen Khan seems to be in the industry only because of his lineage, and attractive looks. He is clearly mis-cast, as he seems to have been in every movie that I have seen him in so far. I wonder if there will be an Indian re-make of 'Mannequin' where he can play title role! And only the title role - the come-alive character would need expressions!Kudos to Nihalani to bring out new and unknown faces - Kareena's friend is especially good. Unfortunately, I do not know the actress' name... Ehsaan Khan, though decent, resorted to over-acting in emotionally charged scene. I'm sure he can improve over time. All in all, this is a very good movie and it is the script and the acting which really carry it through!" 
" For anyone who hasn't seen the movie yet... Go see it!","For anyone who hasn't seen the movie yet... Go see it! It will move you; not in the English sense, but the Hindi one... It will Hilao you! And it'll strengthen your will to stay on in this country despite all kinds of devilish plans! And you will learn why Govind Nihalani is one of our best directors.And even if this is stating the obvious, you will want to fall at Amitabh Bachchan's feet for being the actor he is. If it is possible to dwarf Om Puri, it's been done by Mr. Bachchan in this movie! In the Bandstand scene, he makes an actor of Om Puri's ability & stature look completely insignificant & pitiful. He's khaoed him!!!That's one point of view though. Another point of view is that Om Puri being the actor he is understood the Bandstand scene very well & enacted the scene in line with the story & the characters.Fardeen doesn't disappoint - he is as bad as he is in all his other movies. This is one actor who still hasn't learned to act, and probably never will." 
" Communal Politics, the source of all evils!","SPOILER!! Its not the first time that this sensitive issue been a major plot for an Indian film. But surely its the first time when these clashes between two communities is been given a different and more practical point of view. Amitabh has done his work expectionally good but still I like OM PURI more. Om, the TEJ of the film had extremists ideologies may be inspired from Fascist ideologies of Adolf Hitler. Amitabh Bachhan the DEV, differs from him. DEV is a man with his own principles and do not deter from it. Fardeen Khan is an ordinary Muslim Law graduate man who is filled with aggressive thoughts against all those who classifies Muslims as traitors and particularly the Police Force. DEV unintentionally becomes responsible for the death of Fardeen's Father (A Muslim Leader).This makes Fardeen to join hands with a Muslim misleader who used people to fulfill his political gains.He provoked Fardeen to Kill DEV..........and the story goes on. In the end DEV got killed by TEJ who tried to shoot at Fardeen. In conclusion it's a nice film but a bit boring too.You can not expect intelluctuals to see this movie.There is a major lot of people who want Songs,Comedy in one word the MASALA which is missing in this movie. Afraid if this movie can survive." 
" Excellent- one of the best for 2004.","I have always enjoyed movies from this director. Thakshak was excellent as well. Dev is no different. Many intelligent, thought provoking conversations between Mr. Bacchhan and Mr. Puri (sadly, director felt that they needed alcohol to speak their minds). Both were excellent, by the way. Acting from the two vets was of highest standard. Kareena and Fardheen were okay in comparison. I did not feel that the story presented only one side of the story or that what it presented was "ardh satya"- Dev and Tej are narrators who present the two sides of the story.A rare break from the overdose of formula movies from Bollywood.8/10" 
" govind nihalani's masterpiece","this was such a great movie the climax my gid what a climax so great this movie focuses on the Muslim-hindu riots and the friendship of Dev (Amitabh Bhachchan)and Tej (Om Puri) and how Dev has a compulsion to act which makes up for the climax i didn't predict the climax what it would be but Nihalani shows us that being human is more important than anything and if you fail to be one or fail humanity for that matter death will come to you only then basically this movie is adapted from a specific incident from gujarat and some riots that took place there in some life-taking incident overall songs aren't that good except Rang De Ni" it's basically a good movie with everybody delivering a better performance as the movie progresses and the action just keeps you there" 
" Specifically for Nihalani fans only !","A leading critic had exclaimed that "Dev" is an average Film yet is Important. "Dev" is important as it provides a clear picture of Indian Politician's brawny involvement in Hindu-Muslim Rifts. "Dev" although not based on any true story but is Reminiscent of many alleged political events which led to Hindu-Muslim Riots.The Fatal drawback is the lack of intense drama which Nihalani is expert in making. It seems that Nihalani left over all the Dramatic strength which was endowed in Ardh Satya, Droh Kaal & Thakshak."Dev" is Govind Nihalani's second commercial venture this time with superstar Amitach Bachchan. The first combination of India's finest Director & Finest Actor gave a lot of expectations. But I shall not say that those expectations were shattered completely. Nihalani's work is an extract of his distinct Art. His Non - "larger than life" approach is unique factor responsible to induce solemn reality."Dev" is a story about two friends, Joint Commissioner of Police Dev Pratap Singh played by Amitabh Bachchan & Commissioner Tejinder Khosla played by Om Puri. Just when we thought that "Dev" is a film about The Good defying The Evil, we are wrong. Dev is not a conventional story which we see in all Cop movies. The Film is Primarily based on Ideologies. The Different Ideologies which the two best friends have and their efforts to justify it."Dev" starts & ends with two close friends who are cops, while having their drinks, shares each others ideologies on backdrop of Hindu-Muslim Rifts. The Rifts are created by Political ensemble which the common man are not so aware of. The Focus is then laid on a small Muslim Community area, where the young muslims are getting carried away by their leader's fanatic guidelines. Nihalani shows, that the reason for religious fanaticism is a result of non-acceptance of minorities which in turn is due to fanaticism and the cycle goes on. The Anti-Social activists from the minority community, when get nabbed down by the Police, results a provocation by the leaders to protest the Police simultaneously provoking the formation of more Anti-social elements.Dev has an ethical morals and a holistic view of crime & justice. He believes in providing complete justice to anyone irrespective of his/her minor or major presence in the community. But Tej has concentric view and believes in exterminating the Anti-social elements & terrorism by the System supported by Politicians. While doing so, Tej also believes that there's no injustice even if the innocents are exterminated. Here Tej & the Chief Minister works hand in hand, while they remain dormant during Hindu attacks on Muslim. Dev is found alone in his struggle to support the Muslims get their Justice.Finally Dev reports the Political-Police driven Riot scandal to the top authorities. The Last scene discovers, that the movie is more a focus on ideologies. Two friends can have different beliefs in the same system. May be both are right. Dev selects to do what he feels right even if he have to sacrifice the age old friendship.The Philosophical ideas exhibited in this movie is by far superior than any other Nihalani movies. The Conversation between Dev & Tej are prime scene stealers.Kareena Kapoor as Muslim witness to the riot is fantastic. Fardeen Khan as the carried away extremist, needs to improve a lot. Om Puri is just superb. Finally its Big B Amitabh Bachchan gives full justice to "Dev". The Final dialog is splendid when he says the Moral of Story : "A Soldier's duty is to fight, fight till the last drop of blood, irrespective of whether the war shall be won or not"" 
" Dev - a par excellence movie","I generally don't watch movies these days, due to the age (68) and not very good health. But when on very rare occasions, I get a chance to watch a movie and to my luck, it turns out to be a master piece. In this process, first I watched Page 3 (by Madhur Bhandarkar), and then Satta (again by Bhandarkar) and after viewing these movies, I realised that I indeed was missing some thing in life. Last night (8 July), I happened to watch Dev (starring Amitabh Bachchan, Om Puri and Kareena Kapoor) and realised how great director Govind Nihalani was. After watching such great movies, one feels that there is no dearth of good talent in the country. Amitabh Bachchan and Om Puri are great assets to the film industry in India and their work needs no introduction or word of praise. Om Puri is such a versatile actor that to compare him with the acting skills of Amitabh would surely be doing injustice to both of them. After watching the movie, one feels ashamed to be living in India where religion always plays a dirty role. But India is not the only country to suffer from this malice. The late Amrish Puri (as Chief Minister of the state), exhibits his acting skills in great style, though his role is very small. Kareena Kapoor though still very young, plays the role of a matured person and quite admirably. I wish every one who has not watched this movie, to do so at the earliest." 
